postcode,state,region,area_type,sales_channel,customer_type,customer_segment,product_category,marketing_channel,device_type,fulfilment_type,discount_code_used,orders_2025,orders_2026,customers_2025,customers_2026,units_sold_2025,units_sold_2026,gross_sales_2025,gross_sales_2026,discounts_2025,discounts_2026,refunds_2025,refunds_2026,net_sales_2025,net_sales_2026,average_order_value_2025,average_order_value_2026,conversion_rate_2025,conversion_rate_2026,return_rate_2025,return_rate_2026,repeat_customer_rate_2025,repeat_customer_rate_2026
3584,VIC,Regional VIC,Regional,Online Store,New,New customer,Beauty & Personal Care,Referral / Affiliate,Mobile,Standard Shipping,No,21,26,17,21,45,56,2240.31,2970.81,288.42,400.85,57.78,20.22,1894.11,2549.74,90.2,98.07,3.37%,3.28%,3.14%,0.88%,12.76%,11.82%
3584,VIC,Regional VIC,Regional,Online Store,New,New customer,Accessories,Email / SMS,Mobile,Standard Shipping,No,42,45,37,35,72,77,4829.43,5789.88,639.72,840.7,130.42,211.57,4059.28,4737.61,96.65,105.28,4.73%,5.54%,4.73%,5.91%,11.24%,18.12%
3584,VIC,Regional VIC,Regional,Retail POS,New,At risk,Apparel,Paid Social,Desktop,Click & Collect,Yes,28,32,25,21,40,48,5947.88,7113.22,956.53,1210.68,454.97,554.69,4536.38,5347.85,162.01,167.12,2.05%,2.22%,11.31%,11.15%,15.09%,19.94%
3595,VIC,Regional VIC,Regional,Marketplace,New,High value,Home & Lifestyle,Direct,Desktop,Standard Shipping,Yes,16,19,11,14,20,24,2987.16,3718.7,614.2,768.73,85.78,120.79,2287.18,2829.18,142.95,148.9,4.43%,4.93%,4.70%,4.20%,11.65%,17.10%
3595,VIC,Regional VIC,Regional,Marketplace,New,High value,Apparel,Paid Social,Mobile,Standard Shipping,Yes,56,53,43,47,90,87,9700.04,9973.77,1811.63,1959.65,1210.22,1235.06,6678.18,6779.07,119.25,127.91,1.80%,1.74%,16.91%,16.26%,9.00%,14.97%
3595,VIC,Regional VIC,Regional,Marketplace,Returning,High value,Beauty & Personal Care,Paid Social,Desktop,Express Shipping,No,60,79,51,63,130,180,4904.9,6894.98,545.78,877.87,98.71,156.48,4260.41,5860.62,71.01,74.19,4.17%,4.35%,2.64%,3.55%,77.53%,79.95%
3595,VIC,Regional VIC,Regional,Online Store,Returning,High value,Apparel,Paid Search,Mobile,Standard Shipping,Yes,24,26,17,22,36,41,4534.42,4961.93,790.73,770.38,519.93,481.8,3223.76,3709.74,134.32,142.68,2.11%,2.06%,16.64%,15.95%,63.43%,70.97%
3622,VIC,Regional VIC,Regional,Online Store,Returning,New customer,Accessories,Direct,Tablet,Standard Shipping,No,28,29,19,24,53,59,3595.04,3817.47,313.19,325.37,91.07,76.54,3190.78,3415.57,113.96,117.78,5.25%,5.59%,4.05%,2.79%,59.03%,56.26%
3622,VIC,Regional VIC,Regional,Shop App,New,High value,Apparel,Organic Search,Mobile,Standard Shipping,No,21,24,14,19,36,43,3533.3,4574.39,381.19,568.3,215.78,324.01,2936.34,3682.08,139.83,153.42,2.17%,2.35%,8.13%,8.69%,18.87%,21.89%
3622,VIC,Regional VIC,Regional,Shop App,Returning,New customer,Home & Lifestyle,Paid Social,Desktop,Standard Shipping,No,10,12,7,9,14,17,1660.25,1999.64,110.28,132.82,98.19,107.72,1451.78,1759.1,145.18,146.59,3.18%,3.04%,7.17%,8.69%,71.40%,72.63%
3622,VIC,Regional VIC,Regional,Marketplace,New,New customer,Beauty & Personal Care,Referral / Affiliate,Mobile,Standard Shipping,Yes,21,26,16,19,43,56,2120.19,2763.93,204.14,207.35,44.84,58.26,1871.22,2498.31,89.11,96.09,1.92%,1.97%,2.96%,2.52%,8.84%,13.31%
3634,VIC,Regional VIC,Regional,Online Store,New,High value,Apparel,Direct,Mobile,Click & Collect,No,6,6,4,5,9,9,1217.47,1340.84,125.52,163.77,118.71,111.94,973.24,1065.12,162.21,177.52,2.58%,2.54%,13.00%,14.01%,16.66%,22.05%
3634,VIC,Regional VIC,Regional,Marketplace,New,High value,Apparel,Email / SMS,Desktop,Standard Shipping,Yes,17,19,12,14,26,31,2586.43,3019.49,449.97,579.3,171.13,155.86,1965.33,2284.33,115.61,120.23,4.84%,5.71%,10.35%,8.54%,7.77%,12.73%
3634,VIC,Regional VIC,Regional,Shop App,New,Active,Footwear,Organic Search,Mobile,Express Shipping,Yes,8,10,6,9,9,11,1951.59,2540.32,241.68,253.52,165.31,225.72,1544.6,2061.08,193.07,206.11,4.46%,4.87%,13.74%,11.25%,8.71%,12.58%
3634,VIC,Regional VIC,Regional,Marketplace,Returning,Active,Accessories,Email / SMS,Mobile,Express Shipping,No,6,7,5,6,11,13,666.05,743.87,58.53,58.07,23.26,17.71,584.27,668.09,97.38,95.44,5.91%,5.57%,4.21%,3.02%,69.25%,76.39%
3637,VIC,Regional VIC,Regional,Online Store,Returning,Reactivated,Beauty & Personal Care,Paid Search,Desktop,Standard Shipping,No,6,7,5,5,13,15,501.04,596.44,65.03,64.26,6.43,2.36,429.59,529.82,71.6,75.69,5.10%,5.83%,1.80%,0.50%,54.41%,52.66%
3637,VIC,Regional VIC,Regional,Online Store,New,Active,Accessories,Organic Search,Tablet,Standard Shipping,No,9,10,8,8,16,19,847.04,1056.59,63.31,90.13,49.24,77.28,734.49,889.18,81.61,88.92,4.46%,5.20%,7.36%,8.99%,7.22%,11.06%
3637,VIC,Regional VIC,Regional,Marketplace,Returning,New customer,Footwear,Paid Social,Desktop,Standard Shipping,Yes,9,10,7,8,9,10,3197.16,3875.4,501.17,573.53,208.61,311.99,2487.38,2989.88,276.38,298.99,2.23%,2.35%,10.66%,9.56%,58.62%,58.23%
3637,VIC,Regional VIC,Regional,Retail POS,Returning,High value,Apparel,Email / SMS,Desktop,Standard Shipping,No,7,7,6,6,10,11,1090.47,1206.48,61.84,63.28,77.29,103.56,951.34,1039.64,135.91,148.52,5.87%,6.16%,9.64%,11.13%,66.78%,71.88%
3638,VIC,Regional VIC,Regional,Online Store,New,Active,Apparel,Paid Social,Mobile,Standard Shipping,Yes,8,8,7,7,14,14,1586.67,1575.46,256.75,239.78,182.7,155.51,1147.23,1180.16,143.4,147.52,2.02%,2.15%,13.69%,14.12%,20.11%,22.68%
3638,VIC,Regional VIC,Regional,Marketplace,Returning,New customer,Footwear,Paid Search,Mobile,Standard Shipping,No,6,6,4,5,6,6,2150.57,2218.29,205.89,174.85,237.09,253.75,1707.59,1789.68,284.6,298.28,4.45%,4.66%,14.74%,15.16%,64.93%,67.94%
3638,VIC,Regional VIC,Regional,Online Store,New,At risk,Home & Lifestyle,Direct,Mobile,Standard Shipping,No,14,13,11,11,19,19,2501.22,2509.73,280.89,313.23,154.01,108.05,2066.31,2088.45,147.59,160.65,2.00%,2.03%,7.92%,5.99%,14.43%,13.83%
3638,VIC,Regional VIC,Regional,Online Store,New,High value,Accessories,Paid Social,Mobile,Express Shipping,No,18,20,15,14,34,39,2081.23,2296.43,187.26,157.97,54.46,10.2,1839.51,2128.26,102.19,106.41,2.75%,3.02%,3.22%,0.79%,20.18%,22.44%
3647,VIC,Regional VIC,Regional,Marketplace,New,New customer,Accessories,Direct,Mobile,Standard Shipping,Yes,85,85,60,71,142,140,7501.21,8054.77,1309.49,1577.5,170.52,111.98,6021.2,6365.29,70.84,74.89,1.73%,2.02%,3.51%,1.69%,12.56%,15.68%
3647,VIC,Regional VIC,Regional,Social Commerce,New,High value,Footwear,Email / SMS,Tablet,Standard Shipping,No,16,18,11,14,17,21,4258.82,5086.29,292.91,461.89,354.93,359.03,3610.98,4265.38,225.69,236.97,3.03%,2.86%,10.16%,9.22%,20.42%,22.48%
3647,VIC,Regional VIC,Regional,Online Store,New,Active,Beauty & Personal Care,Paid Social,Desktop,Standard Shipping,No,90,114,64,79,200,261,7903.88,10512.19,1131.95,1582.54,125.52,79.18,6646.41,8850.47,73.85,77.64,4.42%,4.38%,2.79%,1.32%,12.27%,12.95%
3647,VIC,Regional VIC,Regional,Online Store,New,At risk,Home & Lifestyle,Organic Search,Mobile,Standard Shipping,Yes,20,24,14,17,25,30,4044.51,5033.25,490.04,664.67,127.1,57.61,3427.37,4310.97,171.37,179.62,1.42%,1.58%,3.75%,1.72%,8.89%,13.65%
3670,VIC,Regional VIC,Regional,Online Store,Returning,High value,Footwear,Paid Social,Desktop,Express Shipping,No,29,31,23,26,33,38,8172.1,9120.37,928.83,1199.97,383.27,372.84,6860.0,7547.56,236.55,243.47,2.27%,2.21%,8.01%,5.76%,72.33%,77.95%
3670,VIC,Regional VIC,Regional,Social Commerce,New,New customer,Apparel,Paid Social,Desktop,Standard Shipping,No,47,52,40,45,77,88,8464.82,9627.53,271.7,486.59,1110.91,866.27,7082.22,8274.67,150.69,159.13,3.62%,3.49%,16.13%,15.79%,11.09%,16.38%
3670,VIC,Regional VIC,Regional,Social Commerce,Returning,Active,Apparel,Paid Search,Desktop,Click & Collect,Yes,29,37,23,25,48,64,6339.98,8271.79,1503.84,1968.28,589.81,550.79,4246.33,5752.73,146.43,155.48,3.99%,3.78%,13.58%,11.55%,62.62%,63.93%
3670,VIC,Regional VIC,Regional,Marketplace,Returning,High value,Footwear,Organic Search,Mobile,Standard Shipping,No,45,54,34,45,49,62,13316.39,17118.63,1640.35,2365.03,1186.72,1343.35,10489.32,13410.25,233.1,248.34,4.71%,5.20%,13.77%,13.27%,72.68%,74.57%
3704,VIC,Regional VIC,Regional,Online Store,Returning,Active,Footwear,Direct,Mobile,Express Shipping,Yes,57,59,51,43,62,69,18978.66,20630.29,3466.36,4116.67,2266.05,2001.26,13246.26,14512.36,232.39,245.97,2.85%,3.35%,14.74%,14.39%,73.62%,77.24%
3704,VIC,Regional VIC,Regional,Online Store,Returning,Active,Apparel,Paid Search,Mobile,Standard Shipping,No,88,98,63,70,127,142,16625.44,19063.95,1094.07,1188.6,1198.99,1419.51,14332.39,16455.83,162.87,167.92,3.27%,3.54%,10.73%,10.51%,53.54%,55.34%
3704,VIC,Regional VIC,Regional,Social Commerce,Returning,Active,Footwear,Email / SMS,Mobile,Standard Shipping,No,42,50,36,36,44,55,15926.89,20459.17,2084.86,2786.49,1889.54,2269.12,11952.48,15403.57,284.58,308.07,2.64%,2.82%,14.84%,13.27%,76.80%,75.56%
3704,VIC,Regional VIC,Regional,Social Commerce,Returning,At risk,Apparel,Organic Search,Desktop,Click & Collect,Yes,26,31,21,21,42,52,4463.28,5591.91,745.96,952.88,332.08,479.13,3385.24,4159.89,130.2,134.19,5.46%,6.14%,13.19%,13.59%,66.38%,65.63%
3711,VIC,Regional VIC,Regional,Online Store,Returning,Active,Home & Lifestyle,Email / SMS,Mobile,Standard Shipping,Yes,69,82,46,69,95,121,15084.69,19424.63,1530.44,2395.61,788.98,756.75,12765.26,16272.27,185.0,198.44,5.66%,6.05%,6.77%,5.48%,71.06%,78.43%
3711,VIC,Regional VIC,Regional,Online Store,Returning,Active,Apparel,Organic Search,Desktop,Standard Shipping,Yes,82,81,73,66,116,115,18697.07,19969.02,3283.08,3665.8,1733.09,1807.3,13680.89,14495.91,166.84,178.96,5.25%,5.77%,15.30%,15.02%,59.45%,63.44%
3711,VIC,Regional VIC,Regional,Shop App,Returning,Reactivated,Apparel,Paid Social,Desktop,Standard Shipping,Yes,50,58,34,40,81,93,8351.21,10606.94,850.37,1315.39,851.08,846.44,6649.76,8445.11,133.0,145.61,4.84%,4.78%,14.30%,13.56%,67.49%,70.04%
3711,VIC,Regional VIC,Regional,Social Commerce,Returning,Reactivated,Footwear,Paid Search,Mobile,Standard Shipping,No,24,30,20,20,27,37,8184.3,10489.61,324.1,670.62,740.69,895.68,7119.51,8923.32,296.65,297.44,4.65%,4.85%,11.83%,13.40%,62.84%,70.43%
3715,VIC,Regional VIC,Regional,Shop App,New,New customer,Home & Lifestyle,Email / SMS,Desktop,Standard Shipping,No,30,34,26,23,39,46,5358.45,6458.03,705.04,923.01,267.67,268.32,4385.74,5266.7,146.19,154.9,5.47%,5.97%,8.03%,5.99%,12.50%,12.57%
3715,VIC,Regional VIC,Regional,Online Store,Returning,Active,Accessories,Paid Social,Mobile,Click & Collect,No,46,59,38,49,80,100,5501.54,7186.07,419.67,500.12,118.75,114.8,4963.11,6571.15,107.89,111.38,5.16%,5.69%,2.62%,2.87%,70.65%,72.75%
3715,VIC,Regional VIC,Regional,Shop App,Returning,New customer,Apparel,Paid Social,Mobile,Express Shipping,Yes,6,8,4,7,9,12,1229.71,1636.98,192.23,253.95,97.7,89.36,939.78,1293.67,156.63,161.71,2.29%,2.28%,10.85%,8.49%,63.45%,70.27%
3715,VIC,Regional VIC,Regional,Online Store,New,Active,Footwear,Direct,Desktop,Standard Shipping,No,54,60,41,51,55,65,13927.95,17380.28,1773.66,2513.59,1745.78,2207.38,10408.5,12659.31,192.75,210.99,2.11%,2.34%,18.33%,16.50%,5.99%,12.36%
3717,VIC,Regional VIC,Regional,Online Store,Returning,New customer,Accessories,Paid Social,Mobile,Standard Shipping,No,73,94,54,74,120,155,9463.51,12349.39,601.94,984.96,375.68,359.33,8485.89,11005.09,116.25,117.08,4.34%,4.55%,6.64%,4.33%,58.38%,63.75%
3717,VIC,Regional VIC,Regional,Shop App,Returning,High value,Apparel,Paid Social,Mobile,Standard Shipping,No,6,7,5,5,9,11,891.49,1170.48,61.3,109.37,59.94,73.92,770.24,987.19,128.37,141.03,5.41%,6.11%,10.57%,9.39%,49.41%,57.12%
3717,VIC,Regional VIC,Regional,Marketplace,Returning,New customer,Beauty & Personal Care,Organic Search,Tablet,Standard Shipping,Yes,18,21,13,16,33,40,1598.7,1979.15,175.31,170.79,34.66,70.39,1388.72,1737.97,77.15,82.76,3.17%,3.13%,3.81%,4.28%,48.48%,45.85%
3717,VIC,Regional VIC,Regional,Online Store,Returning,High value,Apparel,Referral / Affiliate,Mobile,Standard Shipping,Yes,35,44,26,37,50,65,7563.73,9263.65,1117.8,1252.15,649.29,542.81,5796.64,7468.7,165.62,169.74,4.56%,4.92%,11.41%,10.60%,61.13%,60.84%
3728,VIC,Regional VIC,Regional,Online Store,Returning,Active,Home & Lifestyle,Organic Search,Mobile,Standard Shipping,Yes,12,14,11,9,16,19,2969.78,3725.61,358.74,447.35,146.05,245.89,2464.98,3032.37,205.42,216.6,3.88%,4.44%,7.35%,8.91%,69.75%,76.08%
3728,VIC,Regional VIC,Regional,Marketplace,New,High value,Footwear,Organic Search,Mobile,Express Shipping,No,12,12,8,9,14,13,3014.76,3102.76,121.13,141.48,391.41,289.01,2502.22,2672.27,208.52,222.69,3.94%,4.32%,17.17%,16.92%,7.05%,7.51%
3728,VIC,Regional VIC,Regional,Online Store,Returning,New customer,Apparel,Organic Search,Desktop,Standard Shipping,No,52,56,42,37,77,87,8811.96,9165.4,511.14,321.08,1016.89,640.19,7283.93,8204.13,140.08,146.5,1.85%,2.06%,14.83%,12.50%,62.10%,62.86%
3728,VIC,Regional VIC,Regional,Online Store,New,New customer,Accessories,Paid Search,Tablet,Express Shipping,Yes,39,44,30,32,70,81,3844.74,4352.55,727.83,820.67,106.25,121.22,3010.66,3410.66,77.2,77.52,1.44%,1.63%,4.85%,4.27%,10.98%,12.57%
3741,VIC,Regional VIC,Regional,Shop App,Returning,High value,Accessories,Direct,Desktop,Standard Shipping,No,50,66,45,58,85,112,5977.9,8298.59,575.37,661.94,315.65,543.97,5086.88,7092.68,101.74,107.46,3.20%,3.40%,6.58%,8.32%,71.33%,74.17%
3741,VIC,Regional VIC,Regional,Online Store,New,At risk,Home & Lifestyle,Paid Search,Mobile,Standard Shipping,No,19,21,14,15,25,27,4015.63,4876.06,264.94,402.01,188.07,236.66,3562.62,4237.39,187.51,201.78,3.81%,4.35%,7.59%,6.48%,20.40%,22.44%
3741,VIC,Regional VIC,Regional,Online Store,Returning,At risk,Accessories,Organic Search,Desktop,Standard Shipping,No,45,45,37,30,72,72,5432.3,5678.29,523.78,435.74,284.79,303.86,4623.73,4938.69,102.75,109.75,4.35%,4.98%,6.40%,7.02%,61.13%,60.70%
3741,VIC,Regional VIC,Regional,Online Store,New,New customer,Accessories,Organic Search,Desktop,Standard Shipping,No,70,87,56,60,132,165,9400.02,12487.67,1409.16,2131.03,435.58,400.61,7555.28,9956.04,107.93,114.44,2.06%,2.06%,5.46%,3.98%,8.52%,13.02%
3744,VIC,Regional VIC,Regional,Online Store,Returning,High value,Footwear,Organic Search,Desktop,Standard Shipping,No,5,5,4,4,5,5,1506.65,1486.87,156.19,117.38,185.24,168.58,1165.22,1200.91,233.04,240.18,3.61%,3.92%,15.69%,14.96%,53.82%,54.24%
3744,VIC,Regional VIC,Regional,Retail POS,Returning,Active,Accessories,Referral / Affiliate,Desktop,Standard Shipping,No,16,20,13,15,27,36,1462.58,1941.16,92.56,146.2,21.49,30.64,1348.54,1764.32,84.28,88.22,3.47%,3.69%,2.67%,2.18%,60.78%,66.15%
3744,VIC,Regional VIC,Regional,Shop App,Returning,New customer,Apparel,Paid Social,Mobile,Standard Shipping,No,6,7,5,6,9,12,1306.27,1596.69,97.87,130.16,143.24,160.12,1065.15,1306.41,177.52,186.63,2.47%,2.48%,16.48%,15.49%,49.19%,55.31%
3744,VIC,Regional VIC,Regional,Shop App,New,New customer,Footwear,Paid Social,Mobile,Standard Shipping,Yes,9,9,7,7,10,10,2956.89,3312.93,583.55,655.21,332.28,421.25,2041.06,2236.46,226.78,248.5,3.88%,4.57%,18.89%,17.96%,5.31%,5.91%
3770,VIC,Regional VIC,Regional,Marketplace,New,New customer,Beauty & Personal Care,Organic Search,Mobile,Standard Shipping,No,62,82,56,61,139,195,5792.61,8013.63,410.88,661.2,160.72,151.49,5221.01,7200.94,84.21,87.82,3.43%,3.92%,3.51%,3.31%,20.95%,27.60%
3770,VIC,Regional VIC,Regional,Retail POS,Returning,New customer,Accessories,Paid Social,Desktop,Standard Shipping,Yes,2,2,2,2,4,4,250.64,308.46,36.56,37.91,4.51,5.13,209.56,265.43,104.78,132.71,5.28%,5.29%,2.82%,2.24%,53.67%,58.67%
3770,VIC,Regional VIC,Regional,Online Store,New,New customer,Home & Lifestyle,Paid Search,Mobile,Express Shipping,Yes,26,30,19,23,31,37,6526.0,7830.51,1579.66,1824.52,197.15,151.99,4749.19,5854.01,182.66,195.13,2.05%,2.01%,5.36%,3.16%,19.32%,24.01%
3770,VIC,Regional VIC,Regional,Marketplace,New,At risk,Footwear,Paid Search,Mobile,Standard Shipping,No,39,43,35,34,46,51,10373.52,11739.17,433.98,571.84,1072.56,1099.93,8866.98,10067.41,227.36,234.13,2.96%,2.89%,16.77%,16.38%,9.64%,9.59%
3786,VIC,Regional VIC,Regional,Retail POS,Returning,High value,Footwear,Organic Search,Mobile,Express Shipping,No,13,12,10,11,13,13,3682.79,3854.14,432.76,509.02,343.96,440.63,2906.07,2904.49,223.54,242.04,3.25%,3.72%,15.35%,14.26%,75.02%,81.21%
3786,VIC,Regional VIC,Regional,Online Store,Returning,New customer,Apparel,Referral / Affiliate,Mobile,Express Shipping,No,34,41,25,29,52,62,6985.19,8812.9,645.69,899.15,407.22,514.38,5932.28,7399.37,174.48,180.47,4.16%,4.60%,9.60%,7.28%,55.40%,54.84%
3786,VIC,Regional VIC,Regional,Marketplace,New,Active,Footwear,Direct,Mobile,Standard Shipping,Yes,23,26,18,23,24,28,7093.79,8386.85,1180.32,1277.36,737.87,1043.8,5175.6,6065.69,225.03,233.3,2.98%,3.25%,17.58%,17.79%,11.54%,16.85%
3786,VIC,Regional VIC,Regional,Shop App,Returning,At risk,Apparel,Referral / Affiliate,Mobile,Standard Shipping,No,1,1,1,1,1,1,181.36,233.71,19.99,25.99,11.37,11.71,150.0,196.02,150.0,196.02,4.83%,5.47%,7.48%,7.34%,65.01%,69.66%
3792,VIC,Regional VIC,Regional,Online Store,Returning,At risk,Apparel,Referral / Affiliate,Mobile,Standard Shipping,Yes,4,4,3,3,6,7,1077.21,1141.35,134.0,142.11,109.9,123.66,833.31,875.58,208.33,218.89,2.79%,3.00%,14.82%,15.45%,58.69%,60.63%
3792,VIC,Regional VIC,Regional,Online Store,Returning,Active,Footwear,Paid Search,Desktop,Standard Shipping,No,29,29,26,24,31,32,7837.12,8469.14,919.93,993.94,977.78,987.96,5939.41,6487.24,204.81,223.7,1.71%,2.01%,15.69%,17.22%,53.20%,50.83%
3792,VIC,Regional VIC,Regional,Shop App,New,New customer,Accessories,Paid Social,Mobile,Express Shipping,Yes,76,97,60,75,141,178,8333.98,10885.51,1564.26,2020.91,138.97,33.24,6630.75,8831.37,87.25,91.05,3.19%,3.44%,2.47%,0.50%,13.39%,19.94%
3792,VIC,Regional VIC,Regional,Social Commerce,New,At risk,Accessories,Paid Search,Desktop,Standard Shipping,Yes,123,131,96,89,195,222,16167.15,18670.81,3556.29,4474.47,383.23,384.34,12227.63,13812.0,99.41,105.44,1.68%,1.98%,3.21%,2.96%,16.41%,15.76%
3793,VIC,Regional VIC,Regional,Retail POS,Returning,New customer,Home & Lifestyle,Organic Search,Mobile,Standard Shipping,Yes,23,26,19,19,28,32,4384.16,5120.7,584.11,683.33,217.61,259.62,3582.44,4177.75,155.76,160.68,5.41%,5.37%,8.23%,7.63%,59.29%,59.81%
3793,VIC,Regional VIC,Regional,Online Store,New,Reactivated,Accessories,Referral / Affiliate,Mobile,Standard Shipping,Yes,20,22,14,19,37,44,2177.99,2583.77,523.57,663.95,66.06,96.81,1588.36,1823.01,79.42,82.86,2.18%,2.08%,4.26%,4.74%,21.94%,25.00%
3793,VIC,Regional VIC,Regional,Social Commerce,New,Active,Apparel,Paid Social,Mobile,Express Shipping,No,11,12,9,9,17,20,1940.25,2332.83,226.07,318.7,131.86,142.45,1582.32,1871.68,143.85,155.97,1.93%,2.03%,8.84%,7.53%,15.02%,21.51%
3793,VIC,Regional VIC,Regional,Online Store,Returning,Active,Accessories,Referral / Affiliate,Desktop,Standard Shipping,No,12,15,10,11,22,29,1531.23,2091.63,222.69,338.66,72.33,96.43,1236.21,1656.54,103.02,110.44,3.40%,3.56%,7.58%,5.43%,68.00%,65.66%
3835,VIC,Regional VIC,Regional,Shop App,Returning,Reactivated,Apparel,Paid Search,Desktop,Standard Shipping,Yes,34,39,23,32,53,61,7765.28,8887.42,1425.8,1490.47,940.84,841.22,5398.64,6555.72,158.78,168.1,2.74%,3.07%,15.88%,15.56%,64.08%,70.57%
3835,VIC,Regional VIC,Regional,Online Store,New,At risk,Beauty & Personal Care,Paid Social,Mobile,Standard Shipping,No,23,28,18,20,42,55,2251.07,2804.59,298.59,320.76,66.63,35.44,1885.85,2448.38,81.99,87.44,4.25%,4.41%,4.05%,1.64%,19.38%,23.97%
3835,VIC,Regional VIC,Regional,Shop App,New,Reactivated,Home & Lifestyle,Email / SMS,Desktop,Standard Shipping,No,9,11,8,9,11,13,1854.83,2455.38,78.85,53.53,62.95,52.52,1713.03,2349.32,190.34,213.57,3.24%,3.69%,5.10%,2.90%,9.34%,14.97%
3835,VIC,Regional VIC,Regional,Online Store,New,Reactivated,Home & Lifestyle,Organic Search,Desktop,Standard Shipping,No,20,21,15,16,26,27,4206.38,4752.11,472.28,590.03,122.66,135.79,3611.44,4026.28,180.57,191.73,1.47%,1.65%,4.01%,4.22%,15.18%,15.69%
3842,VIC,Regional VIC,Regional,Shop App,Returning,Active,Accessories,Organic Search,Mobile,Standard Shipping,No,120,131,84,116,206,222,14902.51,17019.39,2044.96,1934.61,651.27,568.59,12206.28,14516.19,101.72,110.81,3.81%,3.59%,5.47%,3.94%,58.65%,66.45%
3842,VIC,Regional VIC,Regional,Social Commerce,New,New customer,Apparel,Paid Social,Mobile,Standard Shipping,No,20,26,15,22,30,40,3740.05,4953.29,160.19,317.45,331.77,403.66,3248.08,4232.18,162.4,162.78,3.59%,4.04%,11.69%,11.51%,8.02%,10.06%
3842,VIC,Regional VIC,Regional,Shop App,Returning,New customer,Apparel,Paid Search,Mobile,Standard Shipping,Yes,2,3,2,2,3,5,493.3,690.67,63.78,92.6,27.77,38.45,401.75,559.62,200.88,186.54,4.69%,5.40%,8.19%,9.02%,70.04%,69.31%
3842,VIC,Regional VIC,Regional,Online Store,New,New customer,Accessories,Organic Search,Mobile,Standard Shipping,No,127,155,112,111,234,298,15357.37,19712.95,866.18,839.67,499.94,871.74,13991.25,18001.54,110.17,116.14,2.07%,2.18%,4.46%,5.51%,12.81%,18.67%
3854,VIC,Regional VIC,Regional,Shop App,New,New customer,Accessories,Paid Social,Desktop,Standard Shipping,No,100,124,71,110,189,233,8995.59,11425.14,822.76,809.66,480.92,678.91,7691.9,9936.57,76.92,80.13,2.12%,2.20%,7.03%,8.38%,14.95%,21.18%
3854,VIC,Regional VIC,Regional,Shop App,New,New customer,Apparel,Paid Search,Mobile,Standard Shipping,No,7,8,5,7,11,13,1215.92,1501.22,86.05,100.02,93.57,118.92,1036.3,1282.28,148.04,160.28,4.20%,4.93%,10.29%,9.51%,17.34%,17.24%
3854,VIC,Regional VIC,Regional,Online Store,Returning,Active,Footwear,Paid Social,Tablet,Standard Shipping,Yes,17,19,14,14,21,23,4354.0,5174.1,681.78,801.56,340.92,541.2,3331.3,3831.34,195.96,201.65,3.00%,3.01%,13.99%,12.89%,52.07%,49.77%
3854,VIC,Regional VIC,Regional,Marketplace,New,New customer,Footwear,Referral / Affiliate,Desktop,Standard Shipping,Yes,22,24,15,18,27,32,6690.26,7259.25,774.76,740.4,644.45,723.22,5271.05,5795.63,239.59,241.48,1.73%,1.84%,16.39%,17.01%,9.72%,16.54%
3892,VIC,Regional VIC,Regional,Online Store,Returning,New customer,Accessories,Paid Search,Desktop,Standard Shipping,No,32,36,22,27,57,66,4149.31,5140.06,173.24,311.03,113.44,106.53,3862.63,4722.49,120.71,131.18,2.08%,2.40%,4.64%,3.68%,50.92%,51.15%
3892,VIC,Regional VIC,Regional,Online Store,New,Active,Beauty & Personal Care,Referral / Affiliate,Desktop,Standard Shipping,No,59,72,40,54,133,160,4428.19,5489.04,376.48,535.98,57.07,20.05,3994.64,4933.01,67.71,68.51,1.99%,2.02%,1.90%,0.50%,8.82%,15.21%
3892,VIC,Regional VIC,Regional,Retail POS,New,High value,Apparel,Referral / Affiliate,Tablet,Standard Shipping,No,46,44,32,35,78,79,6868.85,6684.54,300.98,162.33,482.53,336.45,6085.34,6185.77,132.29,140.59,3.90%,3.79%,9.49%,9.03%,17.70%,24.68%
3892,VIC,Regional VIC,Regional,Social Commerce,Returning,New customer,Apparel,Organic Search,Mobile,Standard Shipping,No,29,34,20,23,47,55,4895.45,6188.71,649.07,946.13,440.31,441.85,3806.07,4800.73,131.24,141.2,2.52%,2.84%,11.32%,9.15%,64.37%,72.01%
3895,VIC,Regional VIC,Regional,Online Store,New,High value,Accessories,Paid Social,Tablet,Express Shipping,No,29,34,23,29,51,61,3567.31,4386.56,207.48,227.39,233.76,236.23,3126.06,3922.93,107.8,115.38,3.67%,3.89%,7.90%,6.86%,20.41%,23.85%
3895,VIC,Regional VIC,Regional,Online Store,Returning,New customer,Accessories,Referral / Affiliate,Mobile,Express Shipping,Yes,46,53,31,39,85,101,5279.23,6330.7,706.52,842.01,93.91,22.65,4478.8,5466.05,97.37,103.13,4.54%,4.76%,2.56%,0.50%,60.49%,59.63%
3895,VIC,Regional VIC,Regional,Online Store,Returning,High value,Apparel,Paid Search,Mobile,Standard Shipping,Yes,58,65,52,46,98,116,10329.33,12446.44,1538.98,1701.97,935.95,1210.66,7854.4,9533.81,135.42,146.67,4.53%,4.52%,13.08%,14.01%,73.22%,79.43%
3895,VIC,Regional VIC,Regional,Retail POS,New,High value,Accessories,Paid Search,Mobile,Standard Shipping,Yes,9,10,6,8,17,19,960.59,1055.28,173.26,164.68,16.69,19.6,770.64,871.0,85.63,87.1,3.04%,3.46%,2.91%,2.31%,21.56%,27.83%
